HG02129	chrY_haplotype1-0000005	+	2458320	27449931	13901393	100.594	43343904	69.3946
HG02129	chrY_haplotype2-0000101	+	62072743	62122808	49982	0.361682	17668524	28.2877
HG02132	chrY_haplotype2-0000165	+	2458320	27449931	14037736	101.581	32914066	52.6962
HG02132	chrY_haplotype2-0000315	+	10565642	10883219	6328510	45.7947	261914	0.419331
HG02132	chrY_haplotype2-0000173	+	62072743	62122808	50048	0.36216	14748304	23.6124
HG02135	chrY_pat-0000670	+	2458320	62122808	13949139	100.939	60471768	96.8167
HG02145	haplotype1-0000075	+	PAR1
HG02145	chrY_haplotype1-0000002	+	2458320	5877201	3418415	24.7365	8466197	13.5546
HG02145	chrY_haplotype1-0000157	+	10255715	10680552	424810	3.07403	567858	0.909154
HG02145	chrY_haplotype1-0000004	+	10565642	18362331	25048894	181.26	9486451	15.188
HG02145	chrY_haplotype1-0000024	+	19776671	20906070	1129118	8.17058	1308938	2.09564
HG02145	chrY_haplotype2-0000213	-	20892101	27449931	1761404	12.746	5799116	9.28452
HG02258	chrY_haplotype1-0000016	+	2458320	62122808	14041753	101.61	53175086	85.1346
HG02391	chrY_haplotype1-0000014	+	2458320	62122808	13914410	100.688	49213589	78.7921
HG02392	chrY_haplotype1-0000002	+	2458320	62122808	13933309	100.825	50273937	80.4898
HG02486	pat-0000295	+	2458320	62122808	14036843	101.574	56352170	90.2212
HG02514	haplotype1-0000011	-	2458320	62122808	14057927	101.727	75184911	120.373
HG02572	chrY_haplotype1-0000021	+	2458320	62122808	14081572	101.898	52964226	84.797
HG02602	chrY_pat-0000505	+	2458320	18362331	11133433	80.5643	18412923	29.4795
HG02602	chrY_pat-0000506	+	19776671	22379926	2592758	18.7618	36712361	58.7774
HG02602	chrY_pat-0000506	-	27122770	62122808	377170	2.7293	36712361	58.7774
HG02647	chrY_pat-0000655	-	2458320	62122809	11502873	83.2376	54649369	87.4949
HG02647	chrY_pat-0000655	+	19776671	22379926	2536668	18.356	54649369	87.4949
HG02668	chrY_pat-0000504	-	2458320	27449931	11452763	82.875	43080004	68.9721
HG02668	pat-0000488	-	11321267	11512800	162189	1.17364	7817879	12.5166
HG02668	pat-0000488	+	11321565	11512965	128807	0.932079	7817879	12.5166
HG02668	chrY_pat-0000504	+	19776671	22379926	2536658	18.3559	43080004	68.9721
HG02668	chrY_pat-0000487	+	62072743	62122809	50037	0.36208	8615941	13.7943
HG02698	chrY_haplotype1-0000017	+	2458320	62122808	14084661	101.92	41955803	67.1722
HG02717	chrY_mat-0000024	+	2458320	62122808	14012899	101.401	55008772	88.0704
HG02735	chrY_haplotype1-0000003	+	2458320	62122809	13865143	100.332	52948190	84.7713
HG02738	chrY_pat-0000697	+	2458320	62122808	14073729	101.841	55652133	89.1004
HG02965	chrY_haplotype1-0000013	+	2458320	27449931	30371546	219.776	37214487	59.5813
HG02965	chrY_haplotype2-0000167	+	62072743	62122808	50040	0.362102	14154583	22.6618
HG02984	chrY_haplotype1-0000013	-	2458320	62122808	26445932	191.369	52964714	84.7978
HG02984	chrY_haplotype2-0000204	+	10565642	10883219	6536818	47.302	285376	0.456894
HG02984	chrY_haplotype2-0000205	+	10565642	10883219	12970350	93.8567	443984	0.710829
HG03017	chrY_haplotype1-0000011	-	2458320	62122808	14038839	101.589	57679920	92.3469
HG03050	chrY_pat-0000469	+	2458320	62122808	14116723	102.152	56041276	89.7234
HG03098	chrY_haplotype1-0000004	+	2458320	22379903	13734979	99.3897	23881170	38.2343
HG03098	chrY_haplotype1-0000006	+	27122770	62122808	377165	2.72926	24667853	39.4938
HG03130	chrY_haplotype1-0000006	+	2458320	27449931	31922295	230.998	36628332	58.6428
HG03130	chrY_haplotype2-0000110	+	62072743	62122808	50050	0.362174	9144895	14.6412
HG03139	haplotype1-0000013	-	2458320	62122808	14023805	101.48	56334722	90.1932
HG03209	chrY_haplotype1-0000002	+	2458320	62122808	30357612	219.675	54733247	87.6292
HG03209	chrY_haplotype2-0000233	+	10565642	10883219	6240922	45.1609	203619	0.325999
HG03225	chrY_haplotype1-0000015	-	2458320	62122808	13975377	101.129	58227827	93.2241
HG03225	unassigned-0000122	-	11321565	11512279	108128	0.782441	6650195	10.6471
HG03225	unassigned-0000122	+	11336282	11513002	146116	1.05733	6650195	10.6471
HG03471	chrY_haplotype1-0000006	+	2458320	62122808	14020605	101.457	62888872	100.687
HG03492	chrY_pat-0000829	-	2458320	27449931	14052509	101.687	33524661	53.6738
HG03492	chrY_pat-0000828	+	62072743	62122808	50057	0.362225	20792351	33.2891
HG03521	chrY_haplotype1-0000022	+	2458320	62122808	31085394	224.942	54854231	87.8229
HG03579	chrY_haplotype1-0000023	+	2458320	62122808	14051034	101.677	57241464	91.645
HG03654	chrY_haplotype1-0000012	+	2458320	62122808	14088739	101.95	51076144	81.7741
HG03688	haplotype1-0000013	+	2458320	62122808	14034659	101.558	59904468	95.9085
HG03710	chrY_haplotype1-0000009	+	2458320	62122808	16126539	116.696	44618133	71.4347
HG03742	chrY_haplotype1-0000022	+	2458320	62122808	14071613	101.826	61238148	98.0437
HG03742	chrY_haplotype1-0000022	-	13313327	13360122	30213	0.218629	61238148	98.0437
HG03942	chrY_pat-0000811	-	2458320	27449931	13987360	101.216	38550624	61.7205
HG03942	chrY_pat-0000813	+	62072743	62122808	50056	0.362218	10275737	16.4517
HG04115	chrY_pat-0001036	+	2458320	62122808	14095624	101.999	53778708	86.101
HG04157	chrY_haplotype1-0000029	+	2458320	22379840	13710761	99.2144	25741227	41.2123
HG04157	chrY_haplotype1-0000023	+	27122770	27449931	327140	2.36727	2911674	4.66166
HG04157	chrY_haplotype2-0000084	+	62072743	62122808	50042	0.362116	15958177	25.5494
HG04160	chrY_haplotype1-0000022	+	2458320	62122808	14046044	101.641	50818595	81.3618
HG04187	pat-0000905	+	2458320	62122808	14050807	101.675	47434246	75.9434
HG04199	chrY_haplotype1-0000001	+	2458320	62122808	14030715	101.53	54872857	87.8528
HG04204	chrY_haplotype1-0000022	+	2458320	62122808	14096395	102.005	56594536	90.6092
HG04228	chrY_haplotype1-0000011	+	2458320	62122808	14049608	101.666	50658216	81.105
NA18522	chrY_haplotype1-0000020	+	2458320	62122808	14037187	101.577	55643761	89.087
NA18608	haplotype1-0000026	+	2458320	62122808	14068719	101.805	55923336	89.5346
NA18612	chrY_haplotype2-0000088	-	2458320	27449931	13992846	101.256	49575654	79.3718
NA18612	chrY_haplotype1-0000005	+	62072743	62122809	50043	0.362123	22985103	36.7997
NA18620	chrY_haplotype1-0000001	+	2458320	27449931	14008974	101.372	40210248	64.3776
NA18620	chrY_unassigned-0000173	+	62072743	62122809	50043	0.362123	7071493	11.3216
NA18747	chrY_haplotype1-0000010	+	2458320	62122808	14076409	101.86	55770459	89.2898
NA18879	chrY_haplotype1-0000021	+	2458320	62122808	14032711	101.544	49516307	79.2768
NA18879	chrY_haplotype2-0000113	+	10565642	10883219	6001335	43.4271	297798	0.476782
NA18952	chrY_haplotype1-0000008	-	2458320	62122808	13884264	100.47	54292867	86.9242
NA18971	haplotype1-0000013	+	2458320	62122808	31406399	227.264	65190746	104.372
NA18974	haplotype1-0000003	-	2458320	62122808	14054678	101.703	67226647	107.631
NA18983	chrY_haplotype1-0000006	+	2458320	62122808	14093431	101.984	59909533	95.9166
NA19043	chrY_haplotype1-0000017	+	2458320	62122808	13890517	100.515	59217886	94.8093
NA19443	chrY_haplotype1-0000025	+	2458320	27449931	13975462	101.13	48909019	78.3045
NA19443	chrY_haplotype2-0000255	-	17332346	17373940	41586	0.300927	223590	0.357973
NA19443	chrY_haplotype2-0000191	+	62072743	62122808	50042	0.362116	7509161	12.0223
NA19682	chrY_haplotype1-0000008	-	2458320	62122808	14074701	101.848	50640429	81.0765
NA19700	chrY_haplotype1-0000009	+	2458320	62122808	14037140	101.576	54962076	87.9956
NA20346	chrY_haplotype1-0000017	+	2458320	62122808	13981591	101.174	58028126	92.9044
NA20752	chrY_haplotype1-0000011	-	2458320	62122805	14049465	101.665	52219872	83.6053
NA20805	chrY_haplotype1-0000003	+	2458320	62122809	13849354	100.217	47008110	75.2611
NA20809	chrY_haplotype1-0000030	+	2458320	22379953	13064823	94.5403	23432724	37.5164
NA20809	chrY_unassigned-0000594	+	19942856	20184324	241449	1.74718	241482	0.386618
NA20809	chrY_unassigned-0000511	+	20166960	20418306	251245	1.81807	251265	0.402281
NA20809	chrY_haplotype2-0000094	+	27122770	62122809	377200	2.72951	22750074	36.4234
NA20850	chrY_haplotype1-0000018	+	2458320	62122808	14091147	101.967	53499199	85.6535
NA20870	chrY_haplotype1-0000014	-	2458320	62122808	14017341	101.433	48476143	77.6115
NA20905	chrY_haplotype1-0000006	+	2458320	62122809	3400644	24.6079	49448154	79.1677
NA20905	chrY_haplotype1-0000036	+	4071770	4346986	275186	1.99131	275192	0.440589
NA20905	chrY_haplotype1-0000006	-	10255715	22379926	10234441	74.0589	49448154	79.1677
NA21093	chrY_haplotype1-0000021	+	2458320	62122805	14045918	101.64	52363613	83.8354
NA21093	chrY_haplotype2-0000204	-	19776671	19946275	169593	1.22722	248551	0.397936
