Sample	SeqClass	NumIssues	ClassLength	IssueLength	IssueType
HG00512	OTHER	2	375972	69	ERRBASE
HG00512	PAR1	162	2458178	10452	ERRBASE
HG00512	PAR2	0	331185	0	ERRBASE
HG00512	SAT	5	1977741	336	ERRBASE
HG00512	TEL	0	5844	0	ERRBASE
HG00512	UNASSIGNED	0	180	0	ERRBASE
HG00512	XDR	33	8667360	2291	ERRBASE
HG00512	XTR	15	3407182	1043	ERRBASE
HG00731	AMPL	25	9829485	1024	ERRBASE
HG00731	CEN-DYZ3	0	364561	0	ERRBASE
HG00731	DYZ19	0	392971	0	ERRBASE
HG00731	HET	0	26790165	0	ERRBASE
HG00731	OTHER	1	375947	31	ERRBASE
HG00731	PAR1	1019	2455874	100288	ERRBASE
HG00731	PAR2	0	331114	0	ERRBASE
HG00731	SAT	9	2034763	431	ERRBASE
HG00731	TEL	0	23851	0	ERRBASE
HG00731	UNASSIGNED	0	416	0	ERRBASE
HG00731	XDR	39	8668559	3180	ERRBASE
HG00731	XTR	15	3403241	1392	ERRBASE
HG01457	AMPL	34	9888309	1430	ERRBASE
HG01457	CEN-DYZ3	52	1055335	3170	ERRBASE
HG01457	DYZ19	0	325271	0	ERRBASE
HG01457	HET	23	23232217	1184	ERRBASE
HG01457	OTHER	2	375981	72	ERRBASE
HG01457	PAR1	134	2434114	9774	ERRBASE
HG01457	PAR2	4	332726	215	ERRBASE
HG01457	SAT	18	2093589	1211	ERRBASE
HG01457	TEL	0	17409	0	ERRBASE
HG01457	UNASSIGNED	0	180	0	ERRBASE
HG01457	XDR	43	8655338	3008	ERRBASE
HG01457	XTR	16	3403090	1637	ERRBASE
HG01505	AMPL	27	9827322	1213	ERRBASE
HG01505	CEN-DYZ3	0	329336	0	ERRBASE
HG01505	DYZ19	0	403311	0	ERRBASE
HG01505	HET	4	24504261	174	ERRBASE
HG01505	OTHER	3	375938	106	ERRBASE
HG01505	PAR1	149	2460359	11110	ERRBASE
HG01505	PAR2	2	331098	162	ERRBASE
HG01505	SAT	13	2036324	658	ERRBASE
HG01505	TEL	0	32318	0	ERRBASE
HG01505	UNASSIGNED	0	416	0	ERRBASE
HG01505	XDR	53	8668518	3616	ERRBASE
HG01505	XTR	16	3403242	1641	ERRBASE
HG01596	AMPL	19	9886533	838	ERRBASE
HG01596	CEN-DYZ3	0	882728	0	ERRBASE
HG01596	DYZ19	1	368012	56	ERRBASE
HG01596	HET	0	41703746	0	ERRBASE
HG01596	OTHER	1	375422	31	ERRBASE
HG01596	PAR1	78	2429718	5729	ERRBASE
HG01596	PAR2	0	331105	0	ERRBASE
HG01596	SAT	7	1915037	351	ERRBASE
HG01596	TEL	0	14282	0	ERRBASE
HG01596	UNASSIGNED	0	180	0	ERRBASE
HG01596	XDR	34	8668441	3157	ERRBASE
HG01596	XTR	19	3401022	1701	ERRBASE
HG01890	AMPL	37	9952613	1473	ERRBASE
HG01890	CEN-DYZ3	0	429707	0	ERRBASE
HG01890	DYZ19	0	320964	0	ERRBASE
HG01890	HET	1	17781457	58	ERRBASE
HG01890	OTHER	1	388665	33	ERRBASE
HG01890	PAR1	89	2429278	5383	ERRBASE
HG01890	PAR2	1	332206	48	ERRBASE
HG01890	SAT	14	2747575	674	ERRBASE
HG01890	TEL	0	26040	0	ERRBASE
HG01890	UNASSIGNED	0	180	0	ERRBASE
HG01890	XDR	49	8690306	3502	ERRBASE
HG01890	XTR	19	3387515	1564	ERRBASE
HG02011	AMPL	12	9937561	499	ERRBASE
HG02011	CEN-DYZ3	30	1437108	1743	ERRBASE
HG02011	DYZ19	0	243288	0	ERRBASE
HG02011	HET	7	23259663	1094	ERRBASE
HG02011	OTHER	0	375995	0	ERRBASE
HG02011	PAR1	404	2452496	33108	ERRBASE
HG02011	PAR2	2	331222	80	ERRBASE
HG02011	SAT	15	1949966	724	ERRBASE
HG02011	TEL	0	22677	0	ERRBASE
HG02011	UNASSIGNED	0	180	0	ERRBASE
HG02011	XDR	38	8667318	1706	ERRBASE
HG02011	XTR	11	3387274	703	ERRBASE
HG02492	AMPL	21	9852477	851	ERRBASE
HG02492	CEN-DYZ3	0	640778	0	ERRBASE
HG02492	DYZ19	0	63500	0	ERRBASE
HG02492	HET	2	23831923	110	ERRBASE
HG02492	OTHER	2	375998	74	ERRBASE
HG02492	PAR1	338	2406367	23775	ERRBASE
HG02492	PAR2	0	332705	0	ERRBASE
HG02492	SAT	5	1916856	310	ERRBASE
HG02492	TEL	0	15449	0	ERRBASE
HG02492	UNASSIGNED	0	180	0	ERRBASE
HG02492	XDR	24	8666674	1782	ERRBASE
HG02492	XTR	9	3387272	1008	ERRBASE
HG02554	AMPL	22	9667062	1086	ERRBASE
HG02554	CEN-DYZ3	0	1517547	0	ERRBASE
HG02554	DYZ19	0	239790	0	ERRBASE
HG02554	HET	1	25946885	56	ERRBASE
HG02554	OTHER	1	376013	49	ERRBASE
HG02554	PAR1	460	2400413	44592	ERRBASE
HG02554	PAR2	3	332808	137	ERRBASE
HG02554	SAT	5	2053635	194	ERRBASE
HG02554	TEL	0	10354	0	ERRBASE
HG02554	UNASSIGNED	0	180	0	ERRBASE
HG02554	XDR	14	8668986	1838	ERRBASE
HG02554	XTR	8	3387317	1015	ERRBASE
HG02666	AMPL	22	9974622	1246	ERRBASE
HG02666	CEN-DYZ3	0	897257	0	ERRBASE
HG02666	DYZ19	0	270698	0	ERRBASE
HG02666	HET	0	26059959	0	ERRBASE
HG02666	OTHER	1	388652	35	ERRBASE
HG02666	PAR1	168	2429430	10931	ERRBASE
HG02666	PAR2	3	332822	125	ERRBASE
HG02666	SAT	16	2315066	986	ERRBASE
HG02666	TEL	0	13279	0	ERRBASE
HG02666	UNASSIGNED	0	180	0	ERRBASE
HG02666	XDR	30	8667299	2987	ERRBASE
HG02666	XTR	13	3418826	1456	ERRBASE
HG02953	AMPL	33	9604692	1514	ERRBASE
HG02953	CEN-DYZ3	0	1531168	0	ERRBASE
HG02953	DYZ19	0	240033	0	ERRBASE
HG02953	HET	1	23207293	58	ERRBASE
HG02953	OTHER	4	375996	201	ERRBASE
HG02953	PAR1	1284	2745237	154684	ERRBASE
HG02953	PAR2	2	332711	91	ERRBASE
HG02953	SAT	13	2051093	1041	ERRBASE
HG02953	TEL	0	11772	0	ERRBASE
HG02953	UNASSIGNED	0	180	0	ERRBASE
HG02953	XDR	55	8668725	3961	ERRBASE
HG02953	XTR	17	3387327	1582	ERRBASE
HG03009	AMPL	13	9883086	489	ERRBASE
HG03009	CEN-DYZ3	0	1572849	0	ERRBASE
HG03009	DYZ19	0	269794	0	ERRBASE
HG03009	HET	2	29709793	64	ERRBASE
HG03009	OTHER	0	375986	0	ERRBASE
HG03009	PAR1	96	2393463	5495	ERRBASE
HG03009	PAR2	1	331019	95	ERRBASE
HG03009	SAT	11	2045409	513	ERRBASE
HG03009	TEL	0	14537	0	ERRBASE
HG03009	UNASSIGNED	0	180	0	ERRBASE
HG03009	XDR	42	8668338	3068	ERRBASE
HG03009	XTR	17	3403007	1243	ERRBASE
HG03065	AMPL	11	11495624	579	ERRBASE
HG03065	CEN-DYZ3	0	1362745	0	ERRBASE
HG03065	DYZ19	0	314095	0	ERRBASE
HG03065	HET	2	32902392	103	ERRBASE
HG03065	OTHER	2	375975	68	ERRBASE
HG03065	PAR1	180	2456463	31920	ERRBASE
HG03065	PAR2	2	331123	94	ERRBASE
HG03065	SAT	10	2113710	462	ERRBASE
HG03065	TEL	0	11266	0	ERRBASE
HG03065	UNASSIGNED	0	180	0	ERRBASE
HG03065	XDR	30	8668726	1682	ERRBASE
HG03065	XTR	8	3387306	666	ERRBASE
HG03248	AMPL	24	9911496	969	ERRBASE
HG03248	CEN-DYZ3	0	837618	0	ERRBASE
HG03248	DYZ19	0	454523	0	ERRBASE
HG03248	HET	1	32416690	50	ERRBASE
HG03248	OTHER	2	375976	77	ERRBASE
HG03248	PAR1	556	2484842	46452	ERRBASE
HG03248	PAR2	3	332694	126	ERRBASE
HG03248	SAT	7	2242028	328	ERRBASE
HG03248	TEL	0	15040	0	ERRBASE
HG03248	UNASSIGNED	0	180	0	ERRBASE
HG03248	XDR	29	8669128	1709	ERRBASE
HG03248	XTR	11	3387242	649	ERRBASE
HG03371	AMPL	21	9917356	879	ERRBASE
HG03371	CEN-DYZ3	1	601915	54	ERRBASE
HG03371	DYZ19	0	239286	0	ERRBASE
HG03371	HET	109	27637636	7000	ERRBASE
HG03371	OTHER	0	375977	0	ERRBASE
HG03371	PAR1	92	2448714	5394	ERRBASE
HG03371	PAR2	1	330203	33	ERRBASE
HG03371	SAT	8	2049640	386	ERRBASE
HG03371	TEL	0	17662	0	ERRBASE
HG03371	UNASSIGNED	0	180	0	ERRBASE
HG03371	XDR	41	8668809	2758	ERRBASE
HG03371	XTR	13	3387290	695	ERRBASE
HG03732	AMPL	34	9794750	1468	ERRBASE
HG03732	CEN-DYZ3	0	548111	0	ERRBASE
HG03732	DYZ19	0	406826	0	ERRBASE
HG03732	HET	368	23983332	31690	ERRBASE
HG03732	OTHER	1	375944	35	ERRBASE
HG03732	PAR1	122	2457123	7286	ERRBASE
HG03732	PAR2	2	332725	84	ERRBASE
HG03732	SAT	12	2045205	792	ERRBASE
HG03732	TEL	0	19308	0	ERRBASE
HG03732	UNASSIGNED	0	180	0	ERRBASE
HG03732	XDR	38	8668360	1998	ERRBASE
HG03732	XTR	12	3403349	946	ERRBASE
NA18534	AMPL	43	9639099	2185	ERRBASE
NA18534	CEN-DYZ3	0	879526	0	ERRBASE
NA18534	DYZ19	0	290242	0	ERRBASE
NA18534	HET	2	49225363	107	ERRBASE
NA18534	OTHER	1	375970	31	ERRBASE
NA18534	PAR1	70	2445946	4730	ERRBASE
NA18534	PAR2	8	334525	848	ERRBASE
NA18534	SAT	7	2254195	372	ERRBASE
NA18534	TEL	0	8959	0	ERRBASE
NA18534	UNASSIGNED	4	111427	1839	ERRBASE
NA18534	XDR	49	8668871	3114	ERRBASE
NA18534	XTR	13	3403078	1327	ERRBASE
NA18989	AMPL	62	9138933	3810	ERRBASE
NA18989	CEN-DYZ3	13	951032	833	ERRBASE
NA18989	DYZ19	0	262959	0	ERRBASE
NA18989	HET	379	32614271	100526	ERRBASE
NA18989	OTHER	0	376018	0	ERRBASE
NA18989	PAR1	152	2430127	10583	ERRBASE
NA18989	PAR2	3	332687	119	ERRBASE
NA18989	SAT	9	2051325	508	ERRBASE
NA18989	TEL	0	15550	0	ERRBASE
NA18989	UNASSIGNED	0	180	0	ERRBASE
NA18989	XDR	14	8661600	600	ERRBASE
NA18989	XTR	11	3402323	639	ERRBASE
NA19239	AMPL	26	9981608	1312	ERRBASE
NA19239	CEN-DYZ3	0	829751	0	ERRBASE
NA19239	DYZ19	0	297200	0	ERRBASE
NA19239	HET	4	18833117	179	ERRBASE
NA19239	OTHER	1	375955	31	ERRBASE
NA19239	PAR1	163	2434295	11288	ERRBASE
NA19239	PAR2	3	332205	95	ERRBASE
NA19239	SAT	9	2276484	399	ERRBASE
NA19239	TEL	0	13146	0	ERRBASE
NA19239	UNASSIGNED	0	416	0	ERRBASE
NA19239	XDR	44	8669154	3129	ERRBASE
NA19239	XTR	10	3387375	766	ERRBASE
NA19317	AMPL	20	9897133	868	ERRBASE
NA19317	CEN-DYZ3	0	1007120	0	ERRBASE
NA19317	DYZ19	0	246804	0	ERRBASE
NA19317	HET	12	27941880	669	ERRBASE
NA19317	OTHER	0	375994	0	ERRBASE
NA19317	PAR1	417	2394418	34351	ERRBASE
NA19317	PAR2	1	332856	48	ERRBASE
NA19317	SAT	6	2051375	259	ERRBASE
NA19317	TEL	0	8890	0	ERRBASE
NA19317	UNASSIGNED	0	180	0	ERRBASE
NA19317	XDR	27	8668784	1094	ERRBASE
NA19317	XTR	7	3387313	308	ERRBASE
NA19331	AMPL	15	9673349	634	ERRBASE
NA19331	CEN-DYZ3	0	984305	0	ERRBASE
NA19331	DYZ19	0	327972	0	ERRBASE
NA19331	HET	19	37106569	2378	ERRBASE
NA19331	OTHER	0	375967	0	ERRBASE
NA19331	PAR1	159	2387725	11127	ERRBASE
NA19331	PAR2	1	332580	80	ERRBASE
NA19331	SAT	11	1997539	797	ERRBASE
NA19331	TEL	0	16851	0	ERRBASE
NA19331	UNASSIGNED	2	296231	80	ERRBASE
NA19331	XDR	29	8662864	2361	ERRBASE
NA19331	XTR	13	3403175	1092	ERRBASE
NA19347	AMPL	9	7979109	378	ERRBASE
NA19347	CEN-DYZ3	0	1018690	0	ERRBASE
NA19347	DYZ19	0	246804	0	ERRBASE
NA19347	HET	25	27744898	1744	ERRBASE
NA19347	OTHER	1	375993	32	ERRBASE
NA19347	PAR1	97	2434762	5799	ERRBASE
NA19347	PAR2	1	332852	47	ERRBASE
NA19347	SAT	12	2042948	670	ERRBASE
NA19347	TEL	0	11312	0	ERRBASE
NA19347	UNASSIGNED	0	180	0	ERRBASE
NA19347	XDR	27	8668792	2209	ERRBASE
NA19347	XTR	19	3387303	1553	ERRBASE
NA19384	AMPL	26	9629187	1366	ERRBASE
NA19384	CEN-DYZ3	0	270950	0	ERRBASE
NA19384	DYZ19	0	285951	0	ERRBASE
NA19384	HET	5	29833145	249	ERRBASE
NA19384	OTHER	2	375997	78	ERRBASE
NA19384	PAR1	59	2420331	3563	ERRBASE
NA19384	PAR2	1	331333	36	ERRBASE
NA19384	SAT	6	2165605	290	ERRBASE
NA19384	TEL	0	11844	0	ERRBASE
NA19384	UNASSIGNED	0	180	0	ERRBASE
NA19384	XDR	32	8668271	2515	ERRBASE
NA19384	XTR	16	3387123	1322	ERRBASE
NA19650	AMPL	20	9863634	974	ERRBASE
NA19650	CEN-DYZ3	0	381749	0	ERRBASE
NA19650	DYZ19	0	332170	0	ERRBASE
NA19650	HET	3	24311244	334	ERRBASE
NA19650	OTHER	2	300641	86	ERRBASE
NA19650	PAR1	253	2415017	16107	ERRBASE
NA19650	PAR2	2	331110	129	ERRBASE
NA19650	SAT	15	2080490	873	ERRBASE
NA19650	TEL	0	11540	0	ERRBASE
NA19650	UNASSIGNED	0	416	0	ERRBASE
NA19650	XDR	38	8668508	1860	ERRBASE
NA19650	XTR	10	3403223	753	ERRBASE
NA19705	AMPL	19	9937828	851	ERRBASE
NA19705	CEN-DYZ3	0	1673237	0	ERRBASE
NA19705	DYZ19	1	229174	32	ERRBASE
NA19705	HET	0	24481556	0	ERRBASE
NA19705	OTHER	0	376007	0	ERRBASE
NA19705	PAR1	137	2457958	8758	ERRBASE
NA19705	PAR2	1	332485	49	ERRBASE
NA19705	SAT	17	2060068	750	ERRBASE
NA19705	TEL	0	21376	0	ERRBASE
NA19705	UNASSIGNED	0	180	0	ERRBASE
NA19705	XDR	30	8668768	2060	ERRBASE
NA19705	XTR	6	3387279	861	ERRBASE
NA20509	AMPL	25	9875055	1111	ERRBASE
NA20509	CEN-DYZ3	0	376127	0	ERRBASE
NA20509	DYZ19	0	344529	0	ERRBASE
NA20509	HET	43	28255351	2536	ERRBASE
NA20509	OTHER	1	375950	31	ERRBASE
NA20509	PAR1	224	2543276	13930	ERRBASE
NA20509	PAR2	1	331875	33	ERRBASE
NA20509	SAT	13	2059095	777	ERRBASE
NA20509	TEL	0	6207	0	ERRBASE
NA20509	UNASSIGNED	0	416	0	ERRBASE
NA20509	XDR	25	8668473	1058	ERRBASE
NA20509	XTR	11	3403228	687	ERRBASE
HG00126	AMPL	13	9892990	523	ERRBASE
HG00126	CEN-DYZ3	0	300776	0	ERRBASE
HG00126	DYZ19	0	401093	0	ERRBASE
HG00126	HET	0	24631978	0	ERRBASE
HG00126	OTHER	0	375954	0	ERRBASE
HG00126	PAR1	124	2430155	7607	ERRBASE
HG00126	PAR2	2	332567	112	ERRBASE
HG00126	SAT	6	2067730	278	ERRBASE
HG00126	TEL	0	12398	0	ERRBASE
HG00126	UNASSIGNED	0	416	0	ERRBASE
HG00126	XDR	19	8668529	1957	ERRBASE
HG00126	XTR	12	3403209	1169	ERRBASE
HG00140	AMPL	39	6329885	2113	ERRBASE
HG00140	CEN-DYZ3	0	898566	0	ERRBASE
HG00140	DYZ19	0	247006	0	ERRBASE
HG00140	HET	12	41813640	1921	ERRBASE
HG00140	OTHER	1	375998	54	ERRBASE
HG00140	PAR1	118	2454366	8212	ERRBASE
HG00140	PAR2	1	333318	40	ERRBASE
HG00140	SAT	2	1990302	76	ERRBASE
HG00140	TEL	0	17021	0	ERRBASE
HG00140	UNASSIGNED	0	416	0	ERRBASE
HG00140	XDR	21	8668381	2754	ERRBASE
HG00140	XTR	12	3387682	1059	ERRBASE
HG00280	AMPL	40	7522667	2269	ERRBASE
HG00280	CEN-DYZ3	0	1122982	0	ERRBASE
HG00280	DYZ19	0	343030	0	ERRBASE
HG00280	HET	1	29521922	360	ERRBASE
HG00280	OTHER	3	375996	113	ERRBASE
HG00280	PAR1	111	2436703	6946	ERRBASE
HG00280	PAR2	1	332584	31	ERRBASE
HG00280	SAT	10	2198585	507	ERRBASE
HG00280	TEL	0	26349	0	ERRBASE
HG00280	UNASSIGNED	0	180	0	ERRBASE
HG00280	XDR	24	8668177	1815	ERRBASE
HG00280	XTR	12	3387393	922	ERRBASE
HG00290	AMPL	26	7889704	1033	ERRBASE
HG00290	CEN-DYZ3	0	1082155	0	ERRBASE
HG00290	DYZ19	0	350408	0	ERRBASE
HG00290	HET	7	32208990	649	ERRBASE
HG00290	OTHER	1	375988	43	ERRBASE
HG00290	PAR1	80	2380655	4971	ERRBASE
HG00290	PAR2	1	332872	57	ERRBASE
HG00290	SAT	5	2176834	316	ERRBASE
HG00290	TEL	0	15226	0	ERRBASE
HG00290	UNASSIGNED	0	180	0	ERRBASE
HG00290	XDR	21	8668097	2071	ERRBASE
HG00290	XTR	11	3387400	823	ERRBASE
HG002	AMPL	20	10079488	974	ERRBASE
HG002	CEN-DYZ3	0	317677	0	ERRBASE
HG002	DYZ19	0	264880	0	ERRBASE
HG002	HET	9	34575443	565	ERRBASE
HG002	OTHER	0	375992	0	ERRBASE
HG002	PAR1	180	2452435	11658	ERRBASE
HG002	PAR2	3	331252	117	ERRBASE
HG002	SAT	22	1948834	1504	ERRBASE
HG002	TEL	0	11624	0	ERRBASE
HG002	UNASSIGNED	0	180	0	ERRBASE
HG002	XDR	45	8667073	3295	ERRBASE
HG002	XTR	12	3387369	845	ERRBASE
HG00321	AMPL	12	8304165	593	ERRBASE
HG00321	CEN-DYZ3	0	991117	0	ERRBASE
HG00321	DYZ19	0	262529	0	ERRBASE
HG00321	HET	3	18967289	149	ERRBASE
HG00321	OTHER	0	375991	0	ERRBASE
HG00321	PAR1	70	2433223	4423	ERRBASE
HG00321	PAR2	1	331027	57	ERRBASE
HG00321	SAT	7	2013649	482	ERRBASE
HG00321	TEL	0	12460	0	ERRBASE
HG00321	UNASSIGNED	0	416	0	ERRBASE
HG00321	XDR	7	8668236	1812	ERRBASE
HG00321	XTR	8	3387706	1058	ERRBASE
HG00329	AMPL	56	7574173	3132	ERRBASE
HG00329	CEN-DYZ3	0	983297	0	ERRBASE
HG00329	DYZ19	1	348410	33	ERRBASE
HG00329	HET	63	29807530	5711	ERRBASE
HG00329	OTHER	0	375977	0	ERRBASE
HG00329	PAR1	176	2430875	11852	ERRBASE
HG00329	PAR2	4	331405	197	ERRBASE
HG00329	SAT	9	2170930	1257	ERRBASE
HG00329	TEL	0	12329	0	ERRBASE
HG00329	UNASSIGNED	0	180	0	ERRBASE
HG00329	XDR	44	8667927	3245	ERRBASE
HG00329	XTR	15	3387364	1351	ERRBASE
HG003	AMPL	14	8173588	636	ERRBASE
HG003	CEN-DYZ3	0	317677	0	ERRBASE
HG003	DYZ19	0	264880	0	ERRBASE
HG003	HET	5	33368022	566	ERRBASE
HG003	OTHER	0	375989	0	ERRBASE
HG003	PAR1	157	2405177	13702	ERRBASE
HG003	PAR2	1	331219	32	ERRBASE
HG003	SAT	6	1948825	267	ERRBASE
HG003	TEL	0	13873	0	ERRBASE
HG003	UNASSIGNED	0	180	0	ERRBASE
HG003	XDR	27	8667036	2618	ERRBASE
HG003	XTR	16	3387345	2570	ERRBASE
HG005	AMPL	60	8021035	2577	ERRBASE
HG005	CEN-DYZ3	0	1029420	0	ERRBASE
HG005	DYZ19	0	313602	0	ERRBASE
HG005	HET	21	32048512	2193	ERRBASE
HG005	OTHER	4	376004	195	ERRBASE
HG005	PAR1	245	2420382	22893	ERRBASE
HG005	PAR2	5	331098	192	ERRBASE
HG005	SAT	26	2131301	1854	ERRBASE
HG005	TEL	0	14791	0	ERRBASE
HG005	UNASSIGNED	0	180	0	ERRBASE
HG005	XDR	86	8669101	4035	ERRBASE
HG005	XTR	25	3387643	2140	ERRBASE
HG00609	AMPL	21	10157859	922	ERRBASE
HG00609	CEN-DYZ3	0	472165	0	ERRBASE
HG00609	DYZ19	0	364630	0	ERRBASE
HG00609	HET	6	43727825	382	ERRBASE
HG00609	OTHER	1	375986	76	ERRBASE
HG00609	PAR1	124	2452590	8872	ERRBASE
HG00609	PAR2	0	331046	0	ERRBASE
HG00609	SAT	7	1979789	431	ERRBASE
HG00609	TEL	0	14585	0	ERRBASE
HG00609	UNASSIGNED	0	180	0	ERRBASE
HG00609	XDR	28	8668493	2619	ERRBASE
HG00609	XTR	13	3401096	1276	ERRBASE
HG00621	AMPL	18	9946517	817	ERRBASE
HG00621	CEN-DYZ3	0	263985	0	ERRBASE
HG00621	DYZ19	0	357283	0	ERRBASE
HG00621	HET	1	22773207	31	ERRBASE
HG00621	OTHER	1	376029	44	ERRBASE
HG00621	PAR1	145	2409094	8124	ERRBASE
HG00621	PAR2	0	331173	0	ERRBASE
HG00621	SAT	12	1898988	602	ERRBASE
HG00621	TEL	0	23025	0	ERRBASE
